datetime,hour,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,priceUsd_lag_1,priceUsd_lag_2,priceUsd_lag_3,priceUsd_lag_6,priceUsd_lag_12,priceUsd_lag_24,priceUsd_rolling_mean_3,priceUsd_rolling_mean_6,priceUsd_rolling_mean_12,priceUsd_rolling_mean_24,priceUsd_rolling_std_3,priceUsd_rolling_std_6,priceUsd_rolling_std_12,priceUsd_rolling_std_24,priceUsd_rolling_min_3,priceUsd_rolling_max_3,priceUsd_rolling_range_3,price_pct_change_1h,price_pct_change_3h,price_pct_change_6h,price_pct_change_12h,price_pct_change_24h,price_diff_1h,price_diff_6h,momentum_6h,momentum_12h,volatility_6h,volatility_12h,volatility_24h,target_price_change,target_direction
2025-11-25 20:31:46.586185,20,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,45496.714153011235,43584.629257949586,45357.78736034828,44171.00498907793,43405.57234120563,45926.17754753164,45605.59089331628,44581.821583584766,45750.6270447808,45294.93864709832,139.9355436586002,99.80101098596522,12.522450264790727,66.80904536430488,43476.54450865903,46389.18053808332,91.44822055242008,0.003506300992735592,0.03802381371506015,0.02090863213532207,-0.02700713099897526,0.018820476304875832,360.8696219573486,525.9738088614592,-1.4434751066745066,1.7118389916585928,0.01876552706041874,0.0038680852068920264,0.0027575177448375655,-0.0009102449060248434,1
2025-11-25 21:31:46.586185,21,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,44861.735698828816,44579.35467723464,45560.78452636823,44439.81895980303,44400.624977046224,46909.41664047013,44262.2677406579,45839.20738066951,44587.1642174261,44685.328950138115,92.46336829127688,289.6255378193689,42.9405541125253,99.20423495365227,44268.32637626364,45724.407141835734,687.4382095740924,0.004891871301476635,-0.0012132162762924154,-0.010014584692680299,-0.0057807468286207135,-0.04510257771787552,-38.180758345459736,-499.0303136572065,0.35364174427879597,2.9045539815985832,0.006197114459661363,0.010909804251859669,0.040395504959707444,-0.00848472666796087,1
2025-11-25 22:31:46.586185,22,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,45647.688538100694,44657.28548347323,46083.05124317528,45747.29360512326,45005.24369971819,43601.43242618086,45695.68473608453,44436.525047565796,45076.89662155278,45022.99585834785,5.963036992017413,208.83747047807276,12.229750303228377,17.495975669540865,44592.852077331496,45590.90055828885,322.9820895622677,0.006347214685617699,-0.014168135338209256,0.03519373912759924,-0.03169679683999845,-0.04348315406373472,143.9515884296364,-191.9856359761758,-1.0933601691745307,-0.9939251495499681,0.006353623888256293,0.020122704457007652,0.005247000368518613,-0.011396658564775175,1
2025-11-25 23:31:46.586185,23,1,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,46523.02985640802,44197.72273077838,46053.8020520349,45610.37026543346,45046.98059376474,45562.96923669057,46084.51028704396,43873.230962909154,44630.17976903597,46022.76149008584,64.69367777055739,13.958962815517376,54.32980290363879,75.57451594928447,44359.47665533253,45998.31277129452,399.5960033251268,0.011096998419562232,-0.030274287852256544,0.011089265765942817,-0.01231846118556161,0.05627173922073847,-258.65459157423277,125.10010312584724,-0.5433102206521065,-1.8367102035232508,0.011896666590903613,0.010237095461069814,0.015060818952630154,0.006590174711460183,1
2025-11-26 00:31:46.586185,0,2,0.0,1.0,0.9749279121818236,-0.22252093395631434,44765.84662527667,44838.71428833399,43622.33063204291,44979.09840603585,44549.93452852075,44349.357430878175,45330.74792257896,43754.696661180875,44652.403018054145,45152.87925441592,69.82233136135899,110.81828167375166,4.886007032570433,53.65098435704036,44498.023842902905,45914.907688737534,241.37176109101623,0.004098186569285125,-0.0360627935251189,-0.003219064320126866,-0.07574458667815143,-0.059470594643366397,-191.28727536360174,997.8337448919822,3.346904180597074,-3.2554515796733945,0.00624345389713224,0.0024930859564172886,0.0014319637063360954,-0.030343473933433583,0
2025-11-26 01:31:46.586185,1,2,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,44765.86304305082,45404.05085681454,44062.17496008488,45117.32738330878,45622.8499323475,44512.874616235305,46501.43665004645,45484.80796107651,44752.662301225086,45037.14923852492,39.34853854217496,103.99059271255308,4.059169120388238,89.84679817910373,43621.60245571527,45773.385975336365,476.6643041293562,-0.0024125765461854246,-0.031682718860109794,0.013431507774308328,0.008531748294917542,0.08213364766279818,94.48125557607547,1554.9592780026803,2.680922103580696,-2.4762315899368654,0.0018452535765584954,0.010450884740847535,0.026643695001996776,0.015011583350435311,0
2025-11-26 02:31:46.586185,2,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,46579.21281550739,46886.18590121053,45515.03526720866,46277.664895788424,43932.379570617406,44407.606075761134,44380.96864071714,43975.65651800297,45177.70701730697,43912.115087216065,89.51932200277322,61.27739050625697,70.19916878067554,2.8181157369128247,43289.09466662908,46348.19372372836,61.335157997397765,0.006725737012027313,0.005342533020229669,-0.047126284562054976,4.821901448896947e-05,-0.04503103673239344,296.823205707193,303.3615295680914,-2.5991624738551953,8.847283275926175,0.006047446645382128,0.0014488783309689118,0.001208996239451413,-0.008323888097705078,0
2025-11-26 03:31:46.586185,3,2,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,45767.43472915291,45174.57781283184,45513.785950912206,44408.42861116417,44857.620514978706,44136.00923032018,44004.27623735087,46403.83534558749,44617.001102669215,45597.00285282177,63.51718016819695,105.34155631736562,66.29009175509482,0.9118996644203544,44750.66682597774,46477.65260428526,812.3392292347803,0.018998819348952155,0.010174500464598677,-0.03380302406729416,-0.032683545242727624,0.03191959628041915,71.122669757132,-91.59830936019394,1.659464835758349,3.7340387422103603,0.022055660570990693,0.00023903043284955472,0.01249584085501138,-0.022601386780807156,1
2025-11-26 04:31:46.586185,4,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,44530.525614065045,45257.55039072276,45515.04768630605,45547.09738117004,45120.2956317119,45048.52162794483,43577.023800876574,43334.45647369302,46004.60490045881,45516.38734491286,104.95527153193352,62.37689606958051,140.26052717996936,108.58955658315782,43838.660080578935,46044.203443145925,161.53963655801454,-0.0013263374638257355,-0.03162381404064267,-0.03581775019197166,0.026369826737296202,-0.01643092378744923,-62.611606104630866,267.2528242402751,1.6227931089831842,-4.0532230986240645,0.008970661968871321,0.0035141423571373254,0.013730854133402425,-0.009000257159916274,0
2025-11-26 05:31:46.586185,5,2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,45542.56004358597,44925.55408423383,48852.73149065472,44797.80734756611,45514.43883405875,44169.04988358896,46196.83544919135,46357.16509463203,44284.3141582244,46730.60377864437,53.523521156056795,191.40313538667863,174.95767431869393,47.469823287995276,43874.58349177248,46738.76504052763,126.1767510631438,-0.009745293046706415,0.01790076628152231,0.004288292842911203,0.03750280550506234,0.030159371554117156,-0.14171891532918343,443.82771293691803,-2.2965265775052366,-3.9673738702307104,0.012748750412787222,0.01563413358832108,0.008243104118933023,0.025142984337251456,1
